,compound,preverb,simplex
6994,ὑπονίφω,ὑπό,νίφω
6995,ὑπονοέω,ὑπό,νοέω
6996,ὑπονοσέω,ὑπό,νοσέω
6997,ὑπονοστέω,ὑπό,νοστέω
6998,ὑπονύσσω,ὑπό,νύσσω
6999,ὑπονυστάζω,ὑπό,νυστάζω
7000,ὑφοράω,ὑπό,ὁράω
7001,ὑφορμέω,ὑπό,ὁρμέω
7002,ὑφορμίζομαι,ὑπό,ὁρμίζω
7003,ὑπόμνυμαι,ὑπό,ὄμνυμι
7004,ὑπόρνυμι,ὑπό,ὄρνυμι
7005,ὑπολισθάνω,ὑπό,ὀλισθάνω
7006,ὑποπτεύω,ὑπό,ὀπτεύω
7007,ὑπορύσσω,ὑπό,ὀρύσσω
7008,ὑπορχέομαι,ὑπό,ὀρχέομαι
7009,ὑποτοβέω,ὑπό,ὀτοβέω
7010,ὑποχλέομαι,ὑπό,ὀχλέω
7011,ὑποψωνέω,ὑπό,ὀψωνέω
7012,ὑποικέω,ὑπό,οἰκέω
7013,ὑποικοδομέω,ὑπό,οἰκοδομέω
7014,ὑποικουρέω,ὑπό,οἰκουρέω
7015,ὑποιμώζω,ὑπό,οἰμώζω
7016,ὑποπάσσω,ὑπό,πάσσω
7017,ὑποπαλαίω,ὑπό,παλαίω
7018,ὑποπέμπω,ὑπό,πέμπω
7019,ὑποπέρδομαι,ὑπό,πέρδομαι
7020,ὑποπεινάω,ὑπό,πεινάω
7021,ὑποπερκάζω,ὑπό,περκάζω
7022,ὑποπετάννυμι,ὑπό,πετάννυμι
7023,ὑποπίμπλημι,ὑπό,πίμπλημι
7024,ὑποπίμπρημι,ὑπό,πίμπρημι
7025,ὑποπίνω,ὑπό,πίνω
7026,ὑποπίπτω,ὑπό,πίπτω
7027,ὑποπιθηκίζω,ὑπό,πιθηκίζω
7028,ὑποπλέω,ὑπό,πλέω
7029,ὑποπνέω,ὑπό,πνέω
7030,ὑποποιέω,ὑπό,ποιέω
7031,ὑποπορεύομαι,ὑπό,πορεύω
7032,ὑποπρίασθαι,ὑπό,πρίαμαι
7033,ὑποπρίω,ὑπό,πρίω
7034,ὑποπτήσσω,ὑπό,πτήσσω
7035,ὑποθάλπω,ὑπό,θάλπω
7036,ὑποθέω,ὑπό,θέω
7037,ὑποθερμαίνω,ὑπό,θερμαίνω
7038,ὑποθλίβω,ὑπό,θλίβω
7039,ὑποθορυβέω,ὑπό,θορυβέω
7040,ὑποθράττω,ὑπό,θράσσω
7041,ὑποθρύπτομαι,ὑπό,θρύπτω
7042,ὑποθωπεύω,ὑπό,θωπεύω
7043,ὑποθωρήσσομαι,ὑπό,θωρήσσω
7044,ὑπορράπτω,ὑπό,ῥάπτω
7045,ὑπορρέω,ὑπό,ῥέω
7046,ὑπορρήγνυμι,ὑπό,ῥήγνυμι
7047,ὑπορρίπτω,ὑπό,ῥίπτω
7048,ὑποριπίζω,ὑπό,ῥιπίζω
7049,ὑπορριπίζω,ὑπό,ῥιπίζω
7050,ὑποσαλπίζω,ὑπό,σαλπίζω
7051,ὑποσείω,ὑπό,σείω
7052,ὑποσφίγγω,ὑπό,σφίγγω
7053,ὑποσημαίνω,ὑπό,σημαίνω
7054,ὑποσιγάω,ὑπό,σιγάω
7055,ὑποσιωπάω,ὑπό,σιωπάω
7056,ὑποσκάπτω,ὑπό,σκάπτω
7057,ὑποσκάζω,ὑπό,σκάζω
7058,ὑποσκαλεύω,ὑπό,σκαλεύω
7059,ὑποσκελίζω,ὑπό,σκελίζω
7060,ὑποσπάω,ὑπό,σπάω
7061,ὑποσπανίζομαι,ὑπό,σπανίζω
7062,ὑποσπείρω,ὑπό,σπείρω
7063,ὑποσταχύομαι,ὑπό,σταχύομαι
7064,ὑποστέγω,ὑπό,στέγω
7065,ὑποστέλλω,ὑπό,στέλλω
7066,ὑποστένω,ὑπό,στένω
7067,ὑποστεγάζω,ὑπό,στεγάζω
7068,ὑποστενάζω,ὑπό,στενάζω
7069,ὑποστεναχίζω,ὑπό,στεναχίζω
7070,ὑποστοναχίζω,ὑπό,στεναχίζω
7071,ὑποστηρίζω,ὑπό,στηρίζω
7072,ὑποστρατηγέω,ὑπό,στρατηγέω
7073,ὑποστρέφω,ὑπό,στρέφω
7074,ὑποστροβέω,ὑπό,στροβέω
7075,ὑποστορέννυμι,ὑπό,στρώννυμι
7076,ὑποστύφω,ὑπό,στύφω
7077,ὑποσύρω,ὑπό,σύρω
7078,ὑποσυρίζω,ὑπό,συρίζω
7079,ὑποτάσσω,ὑπό,τάσσω
7080,ὑποτανύω,ὑπό,τανύω
7081,ὑποταράσσω,ὑπό,ταράσσω
7082,ὑποταρβέω,ὑπό,ταρβέω
7083,ὑποτέμνω,ὑπό,τέμνω
7084,ὑποτείνω,ὑπό,τείνω
7085,ὑποτειχίζω,ὑπό,τειχίζω
7086,ὑποτελέω,ὑπό,τελέω
7087,ὑποτίθημι,ὑπό,τίθημι
7088,ὑποτιμάομαι,ὑπό,τιμάω
7089,ὑποτονθορύζω,ὑπό,τονθορύζω
7090,ὑποτοπέω,ὑπό,τοπέω
7091,ὑποτοπεύω,ὑπό,τοπεύω
7092,ὑποτραυλίζω,ὑπό,τραυλίζω
7093,ὑποτρέφω,ὑπό,τρέφω
7094,ὑποτρέμω,ὑπό,τρέμω
7095,ὑποτρέω,ὑπό,τρέω
7096,ὑποτρέχω,ὑπό,τρέχω
7097,ὑποτρίβω,ὑπό,τρίβω
7098,ὑποτρομέω,ὑπό,τρομέω
7099,ὑποτροχάω,ὑπό,τροχάω
7100,ὑποτρύζω,ὑπό,τρύζω
7101,ὑποτρώγω,ὑπό,τρώγω
7102,ὑποτύφομαι,ὑπό,τύφω
7103,ὑποτύπτω,ὑπό,τύπτω
7104,ὑποτυπόω,ὑπό,τυπόω
7105,ὑπωθέω,ὑπό,ὠθέω
7106,ὑποχάσκω,ὑπό,χάσκω
7107,ὑποχάζομαι,ὑπό,χάζω
7108,ὑποχαράσσω,ὑπό,χαράσσω
7109,ὑποχέω,ὑπό,χέω
7110,ὑποχορηγέω,ὑπό,χορηγέω
7111,ὑποχρίω,ὑπό,χρίω
7112,ὑποχωρέω,ὑπό,χωρέω
7113,ὑποζεύγνυμι,ὑπό,ζεύγνυμι
7114,ὑποζώννυμι,ὑπό,ζώννυμι
7115,ὑψαυχενίζω,ὑψ,αυχενίζω
7116,ἀφαδρύνομαι,ἀπό,ἁδρύνω
7117,ἀφαγνεύω,ἀπό,ἁγνεύω
7118,ἀφαιμάσσω,ἀπό,αἱμάσσω
7119,ἀφεδρεύω,ἀπό,ἐνεδρεύω
7120,ἀφελκόω,ἀπό,ἑλκόω
7121,ἀφελληνίζω,ἀπό,ἑλληνίζω
7122,ἀφεψιάομαι,ἀπό,ἑψιάομαι
7123,ἀφηβάω,ἀπό,ἡβάω
7124,ἀφηλόω,ἀπό,ἡλόω
7125,ἀφημερεύω,ἀπό,ἡμερεύω
7126,ἀφησυχάζω,ἀπό,ἡσυχάζω
7127,ἀφίζω,ἀπό,ἵζω
7128,ἀφιδρόω,ἀπό,ἱδρόω
7129,ἀφιστάω,ἀπό,ἱστάω
7130,ἀφιστορέω,ἀπό,ἱστορέω
7131,ἀφομιλέω,ἀπό,ὁμιλέω
7132,ἀφορέω,ἀπό,ὁρέω
7133,ἀφορμίζομαι,ἀπό,ὁρμίζω
7134,ἀφυστερέω,ἀπό,ὑστερέω
7135,ἀμφαγαπάω,ἀμφί,ἀγαπάω
7136,ἀμφαιωρέω,ἀμφί,αἰωρέω
7137,ἀμφαλαλάζω,ἀμφί,ἀλαλάζω
7138,ἀμφαλλάσσω,ἀμφί,ἀλλάσσω
7139,ἀμφελελίζω,ἀμφί,ἐλελίζω
7140,ἀμφιβοάομαι,ἀμφί,βοάω
7141,ἀμφιδέω,ἀμφί,δέω1
7142,ἀμφιδηριάομαι,ἀμφί,δηριάομαι
7143,ἀμφιγνωμονέω,ἀμφί,γνωμονέω
7144,ἀμφιγυιόω,ἀμφί,γυιόω
7145,ἀμφικαθίζομαι,ἀμφί,καθίζω
7146,ἀμφικλάω,ἀμφί,κλάω
7147,ἀμφικλάω,ἀμφί,κλαίω
7148,ἀμφικλύζω,ἀμφί,κλύζω
7149,ἀμφικρατέω,ἀμφί,κρατέω
7150,ἀμφικυκάω,ἀμφί,κυκάω
7151,ἀμφικυνέω,ἀμφί,κυνάω
7152,ἀμφικυνέω,ἀμφί,κυνέω
7153,ἀμφιλιχμάζω,ἀμφί,λιχμάζω
7154,ἀμφινάω,ἀμφί,νάω
7155,ἀμφινωμάω,ἀμφί,νωμάω
7156,ἀμφιπαλύνω,ἀμφί,παλύνω
7157,ἀμφιπεδάω,ἀμφί,πεδάω
7158,ἀμφιπεριπλάσσω,ἀμφί,περιπλάσσω
7159,ἀμφιπεριπτώσσω,ἀμφί,περιπτώσσω
7160,ἀμφιπεριτρομέω,ἀμφί,περιτρομέω
7161,ἀμφιπλάσσω,ἀμφί,πλάσσω
7162,ἀμφιπλάσσω,ἀμφί,πλήσσω
7163,ἀμφιπλύνω,ἀμφί,πλύνω
7164,ἀμφιπτύσσομαι,ἀμφί,πτύσσω
7165,ἀμφιθοάζω,ἀμφί,θοάζω
7166,ἀμφισβατέω,ἀμφί,ἀμφισβητέω
7167,ἀμφισπάω,ἀμφί,σπάω
7168,ἀμφιταλαντεύω,ἀμφί,ταλαντεύω
7169,ἀμφιταράσσομαι,ἀμφί,ταράσσω
7170,ἀμφιτιμάομαι,ἀμφί,τιμάω
7171,ἀμφιτροχόω,ἀμφί,τροχάω
7172,ἀμφιτροχόω,ἀμφί,τροχάζω
7173,ἀμφιχαράσσω,ἀμφί,χαράσσω
7174,ἀμφιζέω,ἀμφί,ζέω
7175,ἀμφοδέω,ἀμφί,ὁδάω
7176,ἀμφορίζω,ἀμφί,ὁρίζω
7177,ἀνάζω,ἀνά,ἄζω
7178,ἀναβήσσω,ἀνά,βήσσω
7179,ἀναβουλεύομαι,ἀνά,βουλεύω
7180,ἀναβράζω,ἀνά,βράζω
7181,ἀναβρομέω,ἀνά,βρομέω
7182,ἀναβροντάω,ἀνά,βροντάω
7183,ἀναξυράω,ἀνά,ξυρέω
7184,ἀναδιφάω,ἀνά,διφάω
7185,ἀναδικάζω,ἀνά,δικάζω
7186,ἀναδικέω,ἀνά,ἀδικέω
7187,ἀναδικέω,ἀνά,δικέω
7188,ἀναδινέω,ἀνά,δινεύω
7189,ἀναδινεύω,ἀνά,δινεύω
7190,ἀναδιπλασιάζω,ἀνά,διπλασιάζω
7191,ἀναδονέω,ἀνά,δονέω
7192,ἀναδουλόω,ἀνά,δουλόω
7193,ἀναδράω,ἀνά,δράω
7194,ἀναερτάω,ἀνά,ἀερτάζω
7195,ἀναερτάζω,ἀνά,ἀερτάζω
7196,ἀναφλάω,ἀνά,φλάω
7197,ἀναφοινίσσω,ἀνά,φοινίσσω
7198,ἀναφοιτάω,ἀνά,φοιτάω
7199,ἀναφορέω,ἀνά,φορέω
7200,ἀναφορμίζομαι,ἀνά,φορμίζω
7201,ἀναφορύσσω,ἀνά,φορύσσω
7202,ἀναφράσσω,ἀνά,φράσσω
7203,ἀναφράσσω,ἀνά,φράζω
7204,ἀναφράζω,ἀνά,φράζω
7205,ἀναφρίσσω,ἀνά,ἀφρίζω
7206,ἀναφρίσσω,ἀνά,φρίσσω
7207,ἀναφρίζω,ἀνά,ἀφρίζω
7208,ἀναφρονέω,ἀνά,ἀφρονέω
7209,ἀναφρονέω,ἀνά,φρονέω
7210,ἀναφροντίζω,ἀνά,φροντίζω
7211,ἀναφύσσω,ἀνά,ἀφύσσω
7212,ἀναφυλάσσω,ἀνά,φυλάσσω
7213,ἀναφυλάσσω,ἀνά,φυλάζω
7214,ἀναφυράω,ἀνά,φυράω
7215,ἀναφυσάω,ἀνά,φυσάω
7216,ἀναφυσιάω,ἀνά,φυσιάω
7217,ἀναφυτεύω,ἀνά,φυτεύω
7218,ἀναφωνέω,ἀνά,φωνέω
7219,ἀναγνωρίζω,ἀνά,γνωρίζω
7220,ἀναιωρέω,ἀνά,αἰωρέω
7221,ἀνακαλαμάομαι,ἀνά,καλαμάομαι
7222,ἀνακαλλύνω,ἀνά,καλλύνω
7223,ἀνακαχλάζω,ἀνά,καχλάζω
7224,ἀνακέομαι,ἀνά,ἀκέομαι
7225,ἀνακλονέω,ἀνά,κλονέω
7226,ἀνακλύζω,ἀνά,κλύζω
7227,ἀνακμάζω,ἀνά,ἀκμάζω
7228,ἀνακνάω,ἀνά,κνάω
7229,ἀνακνισόω,ἀνά,κνισάω
7230,ἀνακνισόω,ἀνά,κνισόω
7231,ἀνακοιτάζομαι,ἀνά,κοιτάζω
7232,ἀνακολλάω,ἀνά,κολλάω
7233,ἀνακολπόω,ἀνά,κολπόω
7234,ἀνακολυμβάω,ἀνά,κολυμβάω
7235,ἀνακομάω,ἀνά,κομάω
7236,ἀνακομβόομαι,ἀνά,κομβόομαι
7237,ἀνακορέω,ἀνά,κορέω
7238,ἀνακοσμέω,ἀνά,ἀκοσμέω
7239,ἀνακοσμέω,ἀνά,κοσμέω
7240,ἀνακρατέω,ἀνά,κρατέω
7241,ἀνακραυγάζω,ἀνά,κραυγάζω
7242,ἀνακροταλίζω,ἀνά,κροταλίζω
7243,ἀνακτίζω,ἀνά,κτίζω
7244,ἀνακωδωνίζω,ἀνά,κωδωνίζω
7245,ἀνακωμῳδέω,ἀνά,κωμῳδέω
7246,ἀναλακτίζω,ἀνά,λακτίζω
7247,ἀναλικμάω,ἀνά,λικμάω
7248,ἀναλιχμάομαι,ἀνά,λιχμάω
7249,ἀναλογέω,ἀνά,ἀλογέω
7250,ἀναλογέω,ἀνά,λογέω
7251,ἀναλοκίζω,ἀνά,ἀλοκίζω
7252,ἀναλύζω,ἀνά,λύζω
7253,ἀναλωφάω,ἀνά,λωφάω
7254,ἀναμαλάσσω,ἀνά,μαλάσσω
7255,ἀναμαντεύομαι,ἀνά,μαντεύομαι
7256,ἀναμελετάω,ἀνά,μελετάω
7257,ἀναμερίζω,ἀνά,μερίζω
7258,ἀναμηλόω,ἀνά,μηλόω
7259,ἀναμιμέομαι,ἀνά,μιμέομαι
7260,ἀναμινυρίζω,ἀνά,μινυρίζω
7261,ἀναμισθόομαι,ἀνά,μισθόω
7262,ἀναμνημονεύω,ἀνά,μνημονεύω
7263,ἀναμολύνω,ἀνά,μολύνω
7264,ἀναμορφόω,ἀνά,μορφάω
7265,ἀναμορφόω,ἀνά,μορφάζω
7266,ἀναμορφόω,ἀνά,μορφόω
7267,ἀναμωκάομαι,ἀνά,μωκάομαι
7268,ἀνανδρόομαι,ἀνά,ἀνδρόω
7269,ἀνανίσσομαι,ἀνά,νίσσομαι
7270,ἀνανίσσομαι,ἀνά,νίζω
7271,ἀνανοέω,ἀνά,νοέω
7272,ἀνανοσέω,ἀνά,νοσέω
7273,ἀνανοστέω,ἀνά,νοστέω
7274,ἀνανθέω,ἀνά,ἀνατίθημι
7275,ἀνανθέω,ἀνά,ἀνθέω
7276,ἀναντλέω,ἀνά,ἀνατλῆναι
7277,ἀναντλέω,ἀνά,ἀντλέω
7278,ἀναπαφλάζω,ἀνά,παφλάζω
7279,ἀναπαλεύω,ἀνά,παλεύω
7280,ἀναπαλινδρομέω,ἀνά,παλινδρομέω
7281,ἀναπατάσσω,ἀνά,πατάσσω
7282,ἀναπατέω,ἀνά,ἀπατάω
7283,ἀναπατέω,ἀνά,πατέω
7284,ἀναπέσσω,ἀνά,πέσσω
7285,ἀναπεινάω,ἀνά,πεινάω
7286,ἀναπελεκάω,ἀνά,πελεκάω
7287,ἀναπηνίζομαι,ἀνά,πηνίζομαι
7288,ἀναπηρόομαι,ἀνά,πηρόω
7289,ἀναπισσόω,ἀνά,πισσόομαι
7290,ἀναπλημμυρέω,ἀνά,πλημμυρέω
7291,ἀναποδόω,ἀνά,ἀποδίδωμι
7292,ἀναποιέω,ἀνά,ποιέω
7293,ἀναποκλύζω,ἀνά,ἀποκλύζω
7294,ἀναπολάζω,ἀνά,πολάζω
7295,ἀναπολεμέω,ἀνά,πολεμέω
7296,ἀναπολεύω,ἀνά,πολεύω
7297,ἀναπορεύομαι,ἀνά,πορεύω
7298,ἀναπρεσβεύω,ἀνά,πρεσβεύω
7299,ἀναπτερύσσομαι,ἀνά,πτερύσσομαι
7300,ἀναπτερυγίζω,ἀνά,πτερυγίζω
7301,ἀναπυρόω,ἀνά,πυρόω
7302,ἀναπυρσεύω,ἀνά,πυρσεύω
7303,ἀναπωλέω,ἀνά,πωλέω
7304,ἀναπωμάζω,ἀνά,πωμάζω
7305,ἀναθαυμάζω,ἀνά,θαυμάζω
7306,ἀναθεάομαι,ἀνά,θεάομαι
7307,ἀναθεματίζω,ἀνά,θεματίζω
7308,ἀναθεραπεύω,ἀνά,θεραπεύω
7309,ἀναθερίζω,ἀνά,ἀθερίζω
7310,ἀναθερίζω,ἀνά,θερίζω
7311,ἀναθεωρέω,ἀνά,θεωρέω
7312,ἀναθηλάζω,ἀνά,θηλάζω
7313,ἀναθολόω,ἀνά,θολόω
7314,ἀναθρηνέω,ἀνά,θρηνέω
7315,ἀναθυρόω,ἀνά,θυρόω
7316,ἀναράομαι,ἀνά,ἀράομαι
7317,ἀναριστέω,ἀνά,ἀριστάω
7318,ἀναρραψῳδέω,ἀνά,ῥαψῳδέω
7319,ἀναρρέω,ἀνά,ῥέω
7320,ἀναρριπίζω,ἀνά,ῥιπίζω
7321,ἀναρριζόω,ἀνά,ῥιζόω
7322,ἀναρροφέω,ἀνά,ῥοφέω
7323,ἀναρροιζέω,ἀνά,ῥοιζέω
7324,ἀναρροθιάζω,ἀνά,ῥοθιάζω
7325,ἀναρροχθέω,ἀνά,ῥοχθέω
7326,ἀναρρυθμίζω,ἀνά,ῥυθμίζω
7327,ἀνασφαδάζω,ἀνά,σφαδάζω
7328,ἀνασηκόω,ἀνά,σηκάζω
7329,ἀνασηκόω,ἀνά,σηκόω
7330,ἀνασκαλεύω,ἀνά,σκαλεύω
7331,ἀνασκιρτάω,ἀνά,σκιρτάω
7332,ἀνασπογγίζω,ἀνά,σπογγίζω
7333,ἀνασταλάω,ἀνά,σταλάω
7334,ἀναστατόω,ἀνά,στατόω
7335,ἀναστηλόω,ἀνά,στηλόω
7336,ἀναστοιχειόω,ἀνά,στοιχειόω
7337,ἀναστοναχέω,ἀνά,στοναχέω
7338,ἀναστρατεύω,ἀνά,στρατεύω
7339,ἀναστρατοπεδεύω,ἀνά,στρατοπεδεύω
7340,ἀναστυφελίζω,ἀνά,στυφελίζω
7341,ἀνασυρίζω,ἀνά,συρίζω
7342,ἀνασωφρονίζω,ἀνά,σωφρονίζω
7343,ἀνασωρεύω,ἀνά,σωρεύω
7344,ἀνασχινδυλεύω,ἀνά,σχινδυλεύω
7345,ἀνατάσσω,ἀνά,τάσσω
7346,ἀνατμίζομαι,ἀνά,ἀτμίζω
7347,ἀνατρίζω,ἀνά,τρίζω
7348,ἀνατριαινόω,ἀνά,τριαινόω
7349,ἀνατριχόομαι,ἀνά,τριχόομαι
7350,ἀνατροχάζω,ἀνά,τροχάζω
7351,ἀνατρύζω,ἀνά,τρύζω
7352,ἀναϋτέω,ἀνά,ἀυτέω
7353,ἀναυδάω,ἀνά,αὐδάω
7354,ἀναχαλάω,ἀνά,χαλάω
7355,ἀναχαλινόω,ἀνά,χαλινόω
7356,ἀναχαλκεύω,ἀνά,χαλκεύω
7357,ἀναχειρίζομαι,ἀνά,χειρίζω
7358,ἀναχλαινόω,ἀνά,χλαινόω
7359,ἀναχράομαι,ἀνά,χράομαι
7360,ἀναχράομαι,ἀνά,χράω
7361,ἀναχρονίζομαι,ἀνά,χρονίζω
7362,ἀναχρυσόω,ἀνά,χρυσόω
7363,ἀναψηλαφάω,ἀνά,ψηλαφάω
7364,ἀναψοφέω,ἀνά,ψοφέω
7365,ἀναζυγόω,ἀνά,ζυγόω
7366,ἀναζυμόω,ἀνά,ζυμόω
7367,ἀναζωγραφέω,ἀνά,ζωγραφέω
7368,ἀνεξεράω,ἀνά,ἐξεράω
7369,ἀνειδωλοποιέω,ἀνά,εἰδωλοποιέω
7370,ἀνεικάζομαι,ἀνά,εἰκάζω
7371,ἀνελκόομαι,ἀνά,ἑλκόω
7372,ἀνεμέω,ἀνά,ἐμέω
7373,ἀνεορτάζω,ἀνά,ἑορτάζω
7374,ἀνεθίζομαι,ἀνά,ἐθίζω
7375,ἀνεργάζομαι,ἀνά,ἐργάζομαι
7376,ἀνερπύζω,ἀνά,ἑρπύζω
7377,ἀνευάζω,ἀνά,εὐάζω
7378,ἀνηλιάζω,ἀνά,ἡλιάζομαι
7379,ἀνημερόω,ἀνά,ἡμερόω
7380,ἀνηχέω,ἀνά,ἠχέω
7381,ἀνιατρεύω,ἀνά,ἰατρεύω
7382,ἀνιδρόω,ἀνά,ἱδρόω
7383,ἀνικμάζω,ἀνά,ἰκμάζω
7384,ἀνιλυσπάομαι,ἀνά,εἰλυσπάομαι
7385,ἀνιππεύω,ἀνά,ἱππεύω
7386,ἀνισάζω,ἀνά,ἰσάζω
7387,ἀνομβρέω,ἀνά,ὀμβρέω
7388,ἀνοργάζω,ἀνά,ὀργάζω
7389,ἀνορμάομαι,ἀνά,ὁρμάω
7390,ἀνορμίζω,ἀνά,ὁρμίζω
7391,ἀνορθιάζω,ἀνά,ὀρθιάζω
7392,ἀνοχλέω,ἀνά,ὀχλέω
7393,ἀνοχλίζω,ἀνά,ὀχλίζω
7394,ἀνοχυρόομαι,ἀνά,ὀχυρόω
7395,ἀνθεμίζομαι,ἀνά,θεμίζω
7396,ἀνθησυχάζω,ἀντί,ἡσυχάζω
7397,ἀνθιερόω,ἀντί,ἱεράομαι
7398,ἀνθιερόω,ἀντί,ἱερόω
7399,ἀνθιστάω,ἀντί,ἱστάω
7400,ἀνθομιλέω,ἀντί,ὁμιλέω
7401,ἀνθομοιόω,ἀντί,ὁμοιάζω
7402,ἀνθομοιόω,ἀντί,ὁμοιόω
7403,ἀνθοόομαι,ἀνά,θοόω
7404,ἀνθορίζω,ἀντί,ὁρίζω
7405,ἀνθυφαιρέω,ἀντί,ὑφαιρέω
7406,ἀνθυλακτέω,ἀντί,ὑλακτέω
7407,ἀνθυπαλλάσσω,ἀντί,ὑπαλλάσσω
7408,ἀνθυπαντάω,ἀντί,ὑπαντάω
7409,ἀνθυπισχνέομαι,ἀντί,ὑπισχνέομαι
7410,ἀνθυπορύσσω,ἀντί,ὑπορύσσω
7411,ἀνθυπουργέω,ἀντί,ὑπουργέω
7412,ἀνθυποχωρέω,ἀντί,ὑποχωρέω
